g0,eta,sigma,kappa,gamma,gamma_phi,coupling,epsilon,T
1,1,-1,0.1,0,0.01,gauss,7.172000000000001,7.5
1,1,-1,0.1,0,0.01,gauss,7.273000000000001,7.5
1,1,-1,0.1,0,0.01,gauss,7.3740000000000006,7.5
1,1,-1,0.1,0,0.01,gauss,7.4750000000000005,7.5
1,1,-1,0.1,0,0.01,gauss,7.5760000000000005,7.5
1,1,-1,0.1,0,0.01,gauss,7.6770000000000005,7.5
1,1,-1,0.1,0,0.01,gauss,7.7780000000000005,7.5
1,1,-1,0.1,0,0.01,gauss,7.8790000000000004,7.5
1,1,-1,0.1,0,0.01,gauss,7.98,7.5
1,1,-1,0.1,0,0.01,gauss,8.081,7.5
1,1,-1,0.1,0,0.01,gauss,8.182,7.5
1,1,-1,0.1,0,0.01,gauss,8.283,7.5
1,1,-1,0.1,0,0.01,gauss,8.384,7.5
1,1,-1,0.1,0,0.01,gauss,8.485,7.5
1,1,-1,0.1,0,0.01,gauss,8.586,7.5
1,1,-1,0.1,0,0.01,gauss,8.687,7.5
1,1,-1,0.1,0,0.01,gauss,8.788,7.5
1,1,-1,0.1,0,0.01,gauss,8.889,7.5
1,1,-1,0.1,0,0.01,gauss,8.99,7.5
1,1,-1,0.1,0,0.01,gauss,9.091,7.5
1,1,-1,0.1,0,0.01,gauss,9.192,7.5
1,1,-1,0.1,0,0.01,gauss,9.293,7.5
1,1,-1,0.1,0,0.01,gauss,9.394,7.5
1,1,-1,0.1,0,0.01,gauss,9.495,7.5
1,1,-1,0.1,0,0.01,gauss,9.596,7.5
1,1,-1,0.1,0,0.01,gauss,9.697000000000001,7.5
1,1,-1,0.1,0,0.01,gauss,9.798,7.5
1,1,-1,0.1,0,0.01,gauss,9.899000000000001,7.5
1,1,-1,0.1,0,0.01,gauss,10.0,7.5
