g0,eta,sigma,kappa,gamma,gamma_phi,coupling,epsilon,T
1,1,-1,0.1,0,0.01,gauss,8.626262626262626,75
1,1,-1,0.1,0,0.01,gauss,8.666666666666668,75
1,1,-1,0.1,0,0.01,gauss,8.707070707070708,75
1,1,-1,0.1,0,0.01,gauss,8.747474747474747,75
1,1,-1,0.1,0,0.01,gauss,8.787878787878789,75
1,1,-1,0.1,0,0.01,gauss,8.828282828282829,75
1,1,-1,0.1,0,0.01,gauss,8.868686868686869,75
1,1,-1,0.1,0,0.01,gauss,8.90909090909091,75
1,1,-1,0.1,0,0.01,gauss,8.94949494949495,75
1,1,-1,0.1,0,0.01,gauss,8.98989898989899,75
1,1,-1,0.1,0,0.01,gauss,9.030303030303031,75
1,1,-1,0.1,0,0.01,gauss,9.070707070707071,75
1,1,-1,0.1,0,0.01,gauss,9.11111111111111,75
1,1,-1,0.1,0,0.01,gauss,9.151515151515152,75
1,1,-1,0.1,0,0.01,gauss,9.191919191919192,75
1,1,-1,0.1,0,0.01,gauss,9.232323232323232,75
1,1,-1,0.1,0,0.01,gauss,9.272727272727273,75
1,1,-1,0.1,0,0.01,gauss,9.313131313131313,75
1,1,-1,0.1,0,0.01,gauss,9.353535353535353,75
1,1,-1,0.1,0,0.01,gauss,9.393939393939394,75
1,1,-1,0.1,0,0.01,gauss,9.434343434343434,75
1,1,-1,0.1,0,0.01,gauss,9.474747474747474,75
1,1,-1,0.1,0,0.01,gauss,9.515151515151516,75
1,1,-1,0.1,0,0.01,gauss,9.555555555555555,75
1,1,-1,0.1,0,0.01,gauss,9.595959595959597,75
1,1,-1,0.1,0,0.01,gauss,9.636363636363637,75
1,1,-1,0.1,0,0.01,gauss,9.676767676767676,75
1,1,-1,0.1,0,0.01,gauss,9.717171717171718,75
1,1,-1,0.1,0,0.01,gauss,9.757575757575758,75
1,1,-1,0.1,0,0.01,gauss,9.7979797979798,75
1,1,-1,0.1,0,0.01,gauss,9.83838383838384,75
1,1,-1,0.1,0,0.01,gauss,9.878787878787879,75
1,1,-1,0.1,0,0.01,gauss,9.91919191919192,75
1,1,-1,0.1,0,0.01,gauss,9.95959595959596,75
1,1,-1,0.1,0,0.01,gauss,10.0,75
